2026-07-09 23:35:26,828 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-07-26 22:19:59,944 | INFO | search.chunking.document_formatter | Formatting document SLK-01804
2026-07-26 22:19:59,955 | INFO | search.chunking.document_formatter | Formatting document SLK-01805
2026-07-26 22:19:59,963 | INFO | search.chunking.document_formatter | Formatting document SLK-01806
2026-07-26 22:19:59,970 | INFO | search.chunking.document_formatter | Formatting document SLK-01807
2026-07-26 22:19:59,978 | INFO | search.chunking.document_formatter | Formatting document SLK-01808
2026-07-26 22:19:59,984 | INFO | search.chunking.document_formatter | Formatting document SLK-01809
2026-07-26 22:19:59,991 | INFO | search.chunking.document_formatter | Formatting document SLK-01810
2026-07-26 22:19:59,997 | INFO | search.chunking.document_formatter | Formatting document SLK-01811
2026-07-26 22:20:00,004 | INFO | search.chunking.document_formatter | Formatting document SLK-01812
2026-07-26 22:20:00,010 | INFO | search.chunking.document_formatter | Formatting document SLK-01813
2026-07-26 22:20:00,017 | INFO | search.chunking.document_formatter | Formatting document SLK-01814
2026-07-26 22:20:00,025 | INFO | search.chunking.document_formatter | Formatting document SLK-01815
2026-07-26 22:20:00,031 | INFO | search.chunking.document_formatter | Formatting document SLK-01816
2026-07-26 22:20:00,038 | INFO | search.chunking.document_formatter | Formatting document SLK-01817
2026-07-26 22:20:00,045 | INFO | search.chunking.document_formatter | Formatting document SLK-01818
2026-07-26 22:20:00,050 | INFO | search.chunking.document_formatter | Formatting document SLK-01819
2026-07-26 22:20:00,056 | INFO | search.chunking.document_formatter | Formatting document SLK-01820
2026-07-26 22:20:00,062 | INFO | search.chunking.document_formatter | Formatting document SLK-01821
2026-07-26 22:20:00,067 | INFO | search.chunking.document_formatter | Formatting document SLK-01822
2026-07-26 22:20:00,073 | INFO | search.chunking.document_formatter | Formatting document SLK-01823
2026-07-26 22:20:00,080 | INFO | search.chunking.document_formatter | Formatting document SLK-01824
2026-07-26 22:20:00,087 | INFO | search.chunking.document_formatter | Formatting document SLK-01825
2026-07-26 22:20:00,093 | INFO | search.chunking.document_formatter | Formatting document SLK-01826
2026-07-26 22:20:00,099 | INFO | search.chunking.document_formatter | Formatting document SLK-01827
2026-07-26 22:20:00,106 | INFO | search.chunking.document_formatter | Formatting document SLK-01828
2026-07-26 22:20:00,114 | INFO | search.chunking.document_formatter | Formatting document SLK-01829
2026-07-26 22:20:00,120 | INFO | search.chunking.document_formatter | Formatting document SLK-01830
2026-07-26 22:20:00,127 | INFO | search.chunking.document_formatter | Formatting document SLK-01831
2026-07-26 22:20:00,134 | INFO | search.chunking.document_formatter | Formatting document SLK-01832
2026-07-26 22:20:00,140 | INFO | search.chunking.document_formatter | Formatting document SLK-01833
2026-07-26 22:20:00,147 | INFO | search.chunking.document_formatter | Formatting document SLK-01834
2026-07-26 22:20:00,153 | INFO | search.chunking.document_formatter | Formatting document SLK-01835
2026-07-26 22:20:00,159 | INFO | search.chunking.document_formatter | Formatting document SLK-01836
2026-07-26 22:20:00,166 | INFO | search.chunking.document_formatter | Formatting document SLK-01837
2026-07-26 22:20:00,171 | INFO | search.chunking.document_formatter | Formatting document SLK-01838
2026-07-26 22:20:00,177 | INFO | search.chunking.document_formatter | Formatting document SLK-01839
2026-07-26 22:20:00,184 | INFO | search.chunking.document_formatter | Formatting document SLK-01840
2026-07-26 22:20:00,189 | INFO | search.chunking.document_formatter | Formatting document SLK-01841
2026-07-26 22:20:00,196 | INFO | search.chunking.document_formatter | Formatting document SLK-01842
2026-07-26 22:20:00,202 | INFO | search.chunking.document_formatter | Formatting document SLK-01843
2026-07-26 22:20:00,207 | INFO | search.chunking.document_formatter | Formatting document SLK-01844
2026-07-26 22:20:00,213 | INFO | search.chunking.document_formatter | Formatting document SLK-01845
2026-07-26 22:20:00,219 | INFO | search.chunking.document_formatter | Formatting document SLK-01846
2026-07-26 22:20:00,225 | INFO | search.chunking.document_formatter | Formatting document SLK-01847
2026-07-26 22:20:00,232 | INFO | search.chunking.document_formatter | Formatting document SLK-01848
2026-07-26 22:20:00,240 | INFO | search.chunking.document_formatter | Formatting document SLK-01849
2026-07-26 22:20:00,250 | INFO | search.chunking.document_formatter | Formatting document SLK-01850
2026-07-26 22:20:00,260 | INFO | search.chunking.document_formatter | Formatting document SLK-01851
2026-07-26 22:20:00,267 | INFO | search.chunking.document_formatter | Formatting document SLK-01852
2026-07-26 22:20:00,274 | INFO | search.chunking.document_formatter | Formatting document SLK-01853
2026-07-26 22:20:00,281 | INFO | search.chunking.document_formatter | Formatting document SLK-01854
2026-07-26 22:20:00,288 | INFO | search.chunking.document_formatter | Formatting document SLK-01855
2026-07-26 22:20:00,296 | INFO | search.chunking.document_formatter | Formatting document SLK-01856
2026-07-26 22:20:00,308 | INFO | search.chunking.document_formatter | Formatting document SLK-01857
2026-07-26 22:20:00,321 | INFO | search.chunking.document_formatter | Formatting document SLK-01858
2026-07-26 22:20:00,332 | INFO | search.chunking.document_formatter | Formatting document SLK-01859
2026-07-26 22:20:00,342 | INFO | search.chunking.document_formatter | Formatting document SLK-01860
2026-07-26 22:20:00,349 | INFO | search.chunking.document_formatter | Formatting document SLK-01861
2026-07-26 22:20:00,355 | INFO | search.chunking.document_formatter | Formatting document SLK-01862
2026-07-26 22:20:00,364 | INFO | search.chunking.document_formatter | Formatting document SLK-01863
2026-07-26 22:20:00,375 | INFO | search.chunking.document_formatter | Formatting document SLK-01864
2026-07-26 22:20:00,382 | INFO | search.chunking.document_formatter | Formatting document SLK-01865
2026-07-26 22:20:00,388 | INFO | search.chunking.document_formatter | Formatting document SLK-01866
2026-07-26 22:20:00,397 | INFO | search.chunking.document_formatter | Formatting document SLK-01867
2026-07-26 22:20:00,405 | INFO | search.chunking.document_formatter | Formatting document SLK-01868
2026-07-26 22:20:00,412 | INFO | search.chunking.document_formatter | Formatting document SLK-01869
2026-07-26 22:20:00,419 | INFO | search.chunking.document_formatter | Formatting document SLK-01870
2026-07-26 22:20:00,425 | INFO | search.chunking.document_formatter | Formatting document SLK-01871
2026-07-26 22:20:00,432 | INFO | search.chunking.document_formatter | Formatting document SLK-01872
2026-07-26 22:20:00,438 | INFO | search.chunking.document_formatter | Formatting document SLK-01873
2026-07-26 22:20:00,444 | INFO | search.chunking.document_formatter | Formatting document SLK-01874
2026-07-26 22:20:00,449 | INFO | search.chunking.document_formatter | Formatting document SLK-01875
2026-07-26 22:20:00,456 | INFO | search.chunking.document_formatter | Formatting document SLK-01876
2026-07-26 22:20:00,463 | INFO | search.chunking.document_formatter | Formatting document SLK-01877
2026-07-26 22:20:00,469 | INFO | search.chunking.document_formatter | Formatting document SLK-01878
2026-07-26 22:20:00,476 | INFO | search.chunking.document_formatter | Formatting document SLK-01879
2026-07-26 22:20:00,482 | INFO | search.chunking.document_formatter | Formatting document SLK-01880
2026-07-26 22:20:00,488 | INFO | search.chunking.document_formatter | Formatting document SLK-01881
2026-07-26 22:20:00,495 | INFO | search.chunking.document_formatter | Formatting document SLK-01882
2026-07-26 22:20:00,500 | INFO | search.chunking.document_formatter | Formatting document SLK-01883
2026-07-26 22:20:00,506 | INFO | search.chunking.document_formatter | Formatting document SLK-01884
2026-07-26 22:20:00,512 | INFO | search.chunking.document_formatter | Formatting document SLK-01885
2026-07-26 22:20:00,517 | INFO | search.chunking.document_formatter | Formatting document SLK-01886
2026-07-26 22:20:00,524 | INFO | search.chunking.document_formatter | Formatting document SLK-01887
2026-07-26 22:20:00,530 | INFO | search.chunking.document_formatter | Formatting document SLK-01888
2026-07-26 22:20:00,536 | INFO | search.chunking.document_formatter | Formatting document SLK-01889
2026-07-26 22:20:00,543 | INFO | search.chunking.document_formatter | Formatting document SLK-01890
2026-07-26 22:20:00,549 | INFO | search.chunking.document_formatter | Formatting document SLK-01891
2026-07-26 22:20:00,555 | INFO | search.chunking.document_formatter | Formatting document SLK-01892
2026-07-26 22:20:00,562 | INFO | search.chunking.document_formatter | Formatting document SLK-01893
2026-07-26 22:20:00,570 | INFO | search.chunking.document_formatter | Formatting document SLK-01894
2026-07-26 22:20:00,579 | INFO | search.chunking.document_formatter | Formatting document SLK-01895
2026-07-26 22:20:00,587 | INFO | search.chunking.document_formatter | Formatting document SLK-01896
2026-07-26 22:20:00,596 | INFO | search.chunking.document_formatter | Formatting document SLK-01897
2026-07-26 22:20:00,604 | INFO | search.chunking.document_formatter | Formatting document SLK-01898
2026-07-26 22:20:00,612 | INFO | search.chunking.document_formatter | Formatting document SLK-01899
2026-07-26 22:20:00,620 | INFO | search.chunking.document_formatter | Formatting document SLK-01900
2026-07-26 22:20:00,627 | INFO | search.chunking.document_formatter | Formatting document SLK-01901
2026-07-26 22:20:00,634 | INFO | search.chunking.document_formatter | Formatting document SLK-01902
2026-07-26 22:20:00,640 | INFO | search.chunking.document_formatter | Formatting document SLK-01903
2026-07-26 22:20:00,647 | INFO | search.chunking.document_formatter | Formatting document SLK-01904
2026-07-26 22:20:00,655 | INFO | search.chunking.document_formatter | Formatting document SLK-01905
2026-07-26 22:20:00,662 | INFO | search.chunking.document_formatter | Formatting document SLK-01906
2026-07-26 22:20:00,668 | INFO | search.chunking.document_formatter | Formatting document SLK-01907
2026-07-26 22:20:00,674 | INFO | search.chunking.document_formatter | Formatting document SLK-01908
2026-07-26 22:20:00,681 | INFO | search.chunking.document_formatter | Formatting document SLK-01909
2026-07-26 22:20:00,687 | INFO | search.chunking.document_formatter | Formatting document SLK-01910
2026-07-26 22:20:00,692 | INFO | search.chunking.document_formatter | Formatting document SLK-01911
2026-07-26 22:20:00,697 | INFO | search.chunking.document_formatter | Formatting document SLK-01912
2026-07-26 22:20:00,703 | INFO | search.chunking.document_formatter | Formatting document SLK-01913
2026-07-26 22:20:00,709 | INFO | search.chunking.document_formatter | Formatting document SLK-01914
2026-07-26 22:20:00,715 | INFO | search.chunking.document_formatter | Formatting document SLK-01915
2026-07-26 22:20:00,721 | INFO | search.chunking.document_formatter | Formatting document SLK-01916
2026-07-26 22:20:00,727 | INFO | search.chunking.document_formatter | Formatting document SLK-01917
2026-07-26 22:20:00,732 | INFO | search.chunking.document_formatter | Formatting document SLK-01918
2026-07-26 22:20:00,739 | INFO | search.chunking.document_formatter | Formatting document SLK-01919
2026-07-26 22:20:00,745 | INFO | search.chunking.document_formatter | Formatting document SLK-01920
2026-07-26 22:20:00,753 | INFO | search.chunking.document_formatter | Formatting document SLK-01921
2026-07-26 22:20:00,758 | INFO | search.chunking.document_formatter | Formatting document SLK-01922
2026-07-26 22:20:00,763 | INFO | search.chunking.document_formatter | Formatting document SLK-01923
2026-07-26 22:20:00,769 | INFO | search.chunking.document_formatter | Formatting document SLK-01924
2026-07-26 22:20:00,775 | INFO | search.chunking.document_formatter | Formatting document SLK-01925
2026-07-26 22:20:00,781 | INFO | search.chunking.document_formatter | Formatting document SLK-01926
2026-07-26 22:20:00,790 | INFO | search.chunking.document_formatter | Formatting document SLK-01927
2026-07-26 22:20:00,799 | INFO | search.chunking.document_formatter | Formatting document SLK-01928
2026-07-26 22:20:00,806 | INFO | search.chunking.document_formatter | Formatting document SLK-01929
2026-07-26 22:20:00,813 | INFO | search.chunking.document_formatter | Formatting document SLK-01930
2026-07-26 22:20:00,819 | INFO | search.chunking.document_formatter | Formatting document SLK-01931
2026-07-26 22:20:00,825 | INFO | search.chunking.document_formatter | Formatting document SLK-01932
2026-07-26 22:20:00,831 | INFO | search.chunking.document_formatter | Formatting document SLK-01933
2026-07-26 22:20:00,838 | INFO | search.chunking.document_formatter | Formatting document SLK-01934
2026-07-26 22:20:00,845 | INFO | search.chunking.document_formatter | Formatting document SLK-01935
2026-07-26 22:20:00,851 | INFO | search.chunking.document_formatter | Formatting document SLK-01936
2026-07-26 22:20:00,857 | INFO | search.chunking.document_formatter | Formatting document SLK-01937
2026-07-26 22:20:00,867 | INFO | search.chunking.document_formatter | Formatting document SLK-01938
2026-07-26 22:20:00,883 | INFO | search.chunking.document_formatter | Formatting document SLK-01939
2026-07-26 22:20:00,896 | INFO | search.chunking.document_formatter | Formatting document SLK-01940
2026-07-26 22:20:00,907 | INFO | search.chunking.document_formatter | Formatting document SLK-01941
2026-07-26 22:20:00,918 | INFO | search.chunking.document_formatter | Formatting document SLK-01942
2026-07-26 22:20:00,928 | INFO | search.chunking.document_formatter | Formatting document SLK-01943
2026-07-26 22:20:00,938 | INFO | search.chunking.document_formatter | Formatting document SLK-01944
2026-07-26 22:20:00,947 | INFO | search.chunking.document_formatter | Formatting document SLK-01945
2026-07-26 22:20:00,954 | INFO | search.chunking.document_formatter | Formatting document SLK-01946
2026-07-26 22:20:00,965 | INFO | search.chunking.document_formatter | Formatting document SLK-01947
2026-07-26 22:20:00,975 | INFO | search.chunking.document_formatter | Formatting document SLK-01948
2026-07-26 22:20:00,982 | INFO | search.chunking.document_formatter | Formatting document SLK-01949
2026-07-26 22:20:00,987 | INFO | search.chunking.document_formatter | Formatting document SLK-01950
2026-07-26 22:20:00,993 | INFO | search.chunking.document_formatter | Formatting document SLK-01951
2026-07-26 22:20:00,999 | INFO | search.chunking.document_formatter | Formatting document SLK-01952
2026-07-26 22:20:01,005 | INFO | search.chunking.document_formatter | Formatting document SLK-01953
2026-07-26 22:20:01,012 | INFO | search.chunking.document_formatter | Formatting document SLK-01954
2026-07-26 22:20:01,017 | INFO | search.chunking.document_formatter | Formatting document SLK-01955
2026-07-26 22:20:01,025 | INFO | search.chunking.document_formatter | Formatting document SLK-01956
2026-07-26 22:20:01,031 | INFO | search.chunking.document_formatter | Formatting document SLK-01957
2026-07-26 22:20:01,037 | INFO | search.chunking.document_formatter | Formatting document SLK-01958
2026-07-26 22:20:01,043 | INFO | search.chunking.document_formatter | Formatting document SLK-01959
2026-07-26 22:20:01,049 | INFO | search.chunking.document_formatter | Formatting document SLK-01960
2026-07-26 22:20:01,055 | INFO | search.chunking.document_formatter | Formatting document SLK-01961
2026-07-26 22:20:01,060 | INFO | search.chunking.document_formatter | Formatting document SLK-01962
2026-07-26 22:20:01,066 | INFO | search.chunking.document_formatter | Formatting document SLK-01963
2026-07-26 22:20:01,072 | INFO | search.chunking.document_formatter | Formatting document SLK-01964
2026-07-26 22:20:01,078 | INFO | search.chunking.document_formatter | Formatting document SLK-01965
2026-07-26 22:20:01,083 | INFO | search.chunking.document_formatter | Formatting document SLK-01966
2026-07-26 22:20:01,089 | INFO | search.chunking.document_formatter | Formatting document SLK-01967
2026-07-26 22:20:01,095 | INFO | search.chunking.document_formatter | Formatting document SLK-01968
2026-07-26 22:20:01,100 | INFO | search.chunking.document_formatter | Formatting document SLK-01969
2026-07-26 22:20:01,107 | INFO | search.chunking.document_formatter | Formatting document SLK-01970
2026-07-26 22:20:01,114 | INFO | search.chunking.document_formatter | Formatting document SLK-01971
2026-07-26 22:20:01,120 | INFO | search.chunking.document_formatter | Formatting document SLK-01972
2026-07-26 22:20:01,126 | INFO | search.chunking.document_formatter | Formatting document SLK-01973
2026-07-26 22:20:01,131 | INFO | search.chunking.document_formatter | Formatting document SLK-01974
2026-07-26 22:20:01,137 | INFO | search.chunking.document_formatter | Formatting document SLK-01975
2026-07-26 22:20:01,142 | INFO | search.chunking.document_formatter | Formatting document SLK-01976
2026-07-26 22:20:01,148 | INFO | search.chunking.document_formatter | Formatting document SLK-01977
2026-07-26 22:20:01,153 | INFO | search.chunking.document_formatter | Formatting document SLK-01978
2026-07-26 22:20:01,160 | INFO | search.chunking.document_formatter | Formatting document SLK-01979
2026-07-26 22:20:01,166 | INFO | search.chunking.document_formatter | Formatting document SLK-01980
2026-07-26 22:20:01,173 | INFO | search.chunking.document_formatter | Formatting document SLK-01981
2026-07-26 22:20:01,179 | INFO | search.chunking.document_formatter | Formatting document SLK-01982
2026-07-26 22:20:01,185 | INFO | search.chunking.document_formatter | Formatting document SLK-01983
2026-07-26 22:20:01,191 | INFO | search.chunking.document_formatter | Formatting document SLK-01984
2026-07-26 22:20:01,197 | INFO | search.chunking.document_formatter | Formatting document SLK-01985
2026-07-26 22:20:01,203 | INFO | search.chunking.document_formatter | Formatting document SLK-01986
2026-07-26 22:20:01,209 | INFO | search.chunking.document_formatter | Formatting document SLK-01987
2026-07-26 22:20:01,215 | INFO | search.chunking.document_formatter | Formatting document SLK-01988
2026-07-26 22:20:01,221 | INFO | search.chunking.document_formatter | Formatting document SLK-01989
2026-07-26 22:20:01,228 | INFO | search.chunking.document_formatter | Formatting document SLK-01990
2026-07-26 22:20:01,233 | INFO | search.chunking.document_formatter | Formatting document SLK-01991
2026-07-26 22:20:01,240 | INFO | search.chunking.document_formatter | Formatting document SLK-01992
2026-07-26 22:20:01,246 | INFO | search.chunking.document_formatter | Formatting document SLK-01993
2026-07-26 22:20:01,252 | INFO | search.chunking.document_formatter | Formatting document SLK-01994
2026-07-26 22:20:01,259 | INFO | search.chunking.document_formatter | Formatting document SLK-01995
2026-07-26 22:20:01,264 | INFO | search.chunking.document_formatter | Formatting document SLK-01996
2026-07-26 22:20:01,270 | INFO | search.chunking.document_formatter | Formatting document SLK-01997
2026-07-26 22:20:01,276 | INFO | search.chunking.document_formatter | Formatting document SLK-01998
2026-07-26 22:20:01,282 | INFO | search.chunking.document_formatter | Formatting document SLK-01999
2026-07-26 22:20:01,287 | INFO | search.chunking.document_formatter | Formatting document SLK-02000
2026-07-26 22:20:01,293 | INFO | search.chunking.document_formatter | Formatting document MTG-0001
2026-07-26 22:20:01,299 | INFO | search.chunking.document_formatter | Formatting document MTG-0002
2026-07-26 22:20:01,304 | INFO | search.chunking.document_formatter | Formatting document MTG-0003
2026-07-26 22:20:01,310 | INFO | search.chunking.document_formatter | Formatting document MTG-0004
2026-07-26 22:20:01,315 | INFO | search.chunking.document_formatter | Formatting document MTG-0005
2026-07-26 22:20:01,321 | INFO | search.chunking.document_formatter | Formatting document MTG-0006
2026-07-26 22:20:01,328 | INFO | search.chunking.document_formatter | Formatting document MTG-0007
2026-07-26 22:20:01,334 | INFO | search.chunking.document_formatter | Formatting document MTG-0008
2026-07-26 22:20:01,340 | INFO | search.chunking.document_formatter | Formatting document MTG-0009
2026-07-26 22:20:01,346 | INFO | search.chunking.document_formatter | Formatting document MTG-0010
2026-07-26 22:20:01,351 | INFO | search.chunking.document_formatter | Formatting document MTG-0011
2026-07-26 22:20:01,357 | INFO | search.chunking.document_formatter | Formatting document MTG-0012
2026-07-26 22:20:01,363 | INFO | search.chunking.document_formatter | Formatting document MTG-0013
2026-07-26 22:20:01,369 | INFO | search.chunking.document_formatter | Formatting document MTG-0014
2026-07-26 22:20:01,376 | INFO | search.chunking.document_formatter | Formatting document MTG-0015
2026-07-26 22:20:01,382 | INFO | search.chunking.document_formatter | Formatting document MTG-0016
2026-07-26 22:20:01,387 | INFO | search.chunking.document_formatter | Formatting document MTG-0017
2026-07-26 22:20:01,393 | INFO | search.chunking.document_formatter | Formatting document MTG-0018
2026-07-26 22:20:01,398 | INFO | search.chunking.document_formatter | Formatting document MTG-0019
2026-07-26 22:20:01,405 | INFO | search.chunking.document_formatter | Formatting document MTG-0020
2026-07-26 22:20:01,411 | INFO | search.chunking.document_formatter | Formatting document MTG-0021
2026-07-26 22:20:01,417 | INFO | search.chunking.document_formatter | Formatting document MTG-0022
2026-07-26 22:20:01,423 | INFO | search.chunking.document_formatter | Formatting document MTG-0023
2026-07-26 22:20:01,427 | INFO | search.chunking.document_formatter | Formatting document MTG-0024
2026-07-26 22:20:01,433 | INFO | search.chunking.document_formatter | Formatting document MTG-0025
2026-07-26 22:20:01,440 | INFO | search.chunking.document_formatter | Formatting document MTG-0026
2026-07-26 22:20:01,447 | INFO | search.chunking.document_formatter | Formatting document MTG-0027
2026-07-26 22:20:01,452 | INFO | search.chunking.document_formatter | Formatting document MTG-0028
2026-07-26 22:20:01,458 | INFO | search.chunking.document_formatter | Formatting document MTG-0029
2026-07-26 22:20:01,464 | INFO | search.chunking.document_formatter | Formatting document MTG-0030
2026-07-26 22:20:01,470 | INFO | search.chunking.document_formatter | Formatting document MTG-0031
2026-07-26 22:20:01,475 | INFO | search.chunking.document_formatter | Formatting document MTG-0032
2026-07-26 22:20:01,481 | INFO | search.chunking.document_formatter | Formatting document MTG-0033
2026-07-26 22:20:01,488 | INFO | search.chunking.document_formatter | Formatting document MTG-0034
2026-07-26 22:20:01,494 | INFO | search.chunking.document_formatter | Formatting document MTG-0035
2026-07-26 22:20:01,499 | INFO | search.chunking.document_formatter | Formatting document MTG-0036
2026-07-26 22:20:01,504 | INFO | search.chunking.document_formatter | Formatting document MTG-0037
2026-07-26 22:20:01,511 | INFO | search.chunking.document_formatter | Formatting document MTG-0038
2026-07-26 22:20:01,517 | INFO | search.chunking.document_formatter | Formatting document MTG-0039
2026-07-26 22:20:01,523 | INFO | search.chunking.document_formatter | Formatting document MTG-0040
2026-07-26 22:20:01,528 | INFO | search.chunking.document_formatter | Formatting document MTG-0041
2026-07-26 22:20:01,535 | INFO | search.chunking.document_formatter | Formatting document MTG-0042
2026-07-26 22:20:01,540 | INFO | search.chunking.document_formatter | Formatting document MTG-0043
2026-07-26 22:20:01,545 | INFO | search.chunking.document_formatter | Formatting document MTG-0044
2026-07-26 22:20:01,551 | INFO | search.chunking.document_formatter | Formatting document MTG-0045
2026-07-26 22:20:01,557 | INFO | search.chunking.document_formatter | Formatting document MTG-0046
2026-07-26 22:20:01,563 | INFO | search.chunking.document_formatter | Formatting document MTG-0047
2026-07-26 22:20:01,569 | INFO | search.chunking.document_formatter | Formatting document MTG-0048
2026-07-26 22:20:01,575 | INFO | search.chunking.document_formatter | Formatting document MTG-0049
2026-07-26 22:20:01,581 | INFO | search.chunking.document_formatter | Formatting document MTG-0050
2026-07-26 22:20:01,587 | INFO | search.chunking.document_formatter | Formatting document MTG-0051
2026-07-26 22:20:01,593 | INFO | search.chunking.document_formatter | Formatting document MTG-0052
2026-07-26 22:20:01,598 | INFO | search.chunking.document_formatter | Formatting document MTG-0053
2026-07-26 22:20:01,605 | INFO | search.chunking.document_formatter | Formatting document MTG-0054
2026-07-26 22:20:01,610 | INFO | search.chunking.document_formatter | Formatting document MTG-0055
2026-07-26 22:20:01,617 | INFO | search.chunking.document_formatter | Formatting document MTG-0056
2026-07-26 22:20:01,624 | INFO | search.chunking.document_formatter | Formatting document MTG-0057
2026-07-26 22:20:01,630 | INFO | search.chunking.document_formatter | Formatting document MTG-0058
2026-07-26 22:20:01,636 | INFO | search.chunking.document_formatter | Formatting document MTG-0059
2026-07-26 22:20:01,642 | INFO | search.chunking.document_formatter | Formatting document MTG-0060
2026-07-26 22:20:01,649 | INFO | search.chunking.document_formatter | Formatting document MTG-0061
2026-07-26 22:20:01,655 | INFO | search.chunking.document_formatter | Formatting document MTG-0062
2026-07-26 22:20:01,661 | INFO | search.chunking.document_formatter | Formatting document MTG-0063
2026-07-26 22:20:01,670 | INFO | search.chunking.document_formatter | Formatting document MTG-0064
2026-07-26 22:20:01,677 | INFO | search.chunking.document_formatter | Formatting document MTG-0065
2026-07-26 22:20:01,683 | INFO | search.chunking.document_formatter | Formatting document MTG-0066
2026-07-26 22:20:01,689 | INFO | search.chunking.document_formatter | Formatting document MTG-0067
2026-07-26 22:20:01,694 | INFO | search.chunking.document_formatter | Formatting document MTG-0068
2026-07-26 22:20:01,700 | INFO | search.chunking.document_formatter | Formatting document MTG-0069
2026-07-26 22:20:01,705 | INFO | search.chunking.document_formatter | Formatting document MTG-0070
2026-07-26 22:20:01,711 | INFO | search.chunking.document_formatter | Formatting document MTG-0071
2026-07-26 22:20:01,716 | INFO | search.chunking.document_formatter | Formatting document MTG-0072
2026-07-26 22:20:01,722 | INFO | search.chunking.document_formatter | Formatting document MTG-0073
2026-07-26 22:20:01,728 | INFO | search.chunking.document_formatter | Formatting document MTG-0074
2026-07-26 22:20:01,735 | INFO | search.chunking.document_formatter | Formatting document MTG-0075
2026-07-26 22:20:01,741 | INFO | search.chunking.document_formatter | Formatting document MTG-0076
2026-07-26 22:20:01,748 | INFO | search.chunking.document_formatter | Formatting document MTG-0077
2026-07-26 22:20:01,754 | INFO | search.chunking.document_formatter | Formatting document MTG-0078
2026-07-26 22:20:01,760 | INFO | search.chunking.document_formatter | Formatting document MTG-0079
2026-07-26 22:20:01,766 | INFO | search.chunking.document_formatter | Formatting document MTG-0080
2026-07-26 22:20:01,772 | INFO | search.chunking.document_formatter | Formatting document MTG-0081
2026-07-26 22:20:01,779 | INFO | search.chunking.document_formatter | Formatting document MTG-0082
2026-07-26 22:20:01,785 | INFO | search.chunking.document_formatter | Formatting document MTG-0083
2026-07-26 22:20:01,791 | INFO | search.chunking.document_formatter | Formatting document MTG-0084
2026-07-26 22:20:01,796 | INFO | search.chunking.document_formatter | Formatting document MTG-0085
2026-07-26 22:20:01,803 | INFO | search.chunking.document_formatter | Formatting document MTG-0086
2026-07-26 22:20:01,808 | INFO | search.chunking.document_formatter | Formatting document MTG-0087
2026-07-26 22:20:01,813 | INFO | search.chunking.document_formatter | Formatting document MTG-0088
2026-07-26 22:20:01,819 | INFO | search.chunking.document_formatter | Formatting document MTG-0089
2026-07-26 22:20:01,825 | INFO | search.chunking.document_formatter | Formatting document MTG-0090
2026-07-26 22:20:01,830 | INFO | search.chunking.document_formatter | Formatting document MTG-0091
2026-07-26 22:20:01,837 | INFO | search.chunking.document_formatter | Formatting document MTG-0092
2026-07-26 22:20:01,843 | INFO | search.chunking.document_formatter | Formatting document MTG-0093
2026-07-26 22:20:01,848 | INFO | search.chunking.document_formatter | Formatting document MTG-0094
2026-07-26 22:20:01,854 | INFO | search.chunking.document_formatter | Formatting document MTG-0095
2026-07-26 22:20:01,860 | INFO | search.chunking.document_formatter | Formatting document MTG-0096
2026-07-26 22:20:01,865 | INFO | search.chunking.document_formatter | Formatting document MTG-0097
2026-07-26 22:20:01,872 | INFO | search.chunking.document_formatter | Formatting document MTG-0098
2026-07-26 22:20:01,877 | INFO | search.chunking.document_formatter | Formatting document MTG-0099
2026-07-26 22:20:01,884 | INFO | search.chunking.document_formatter | Formatting document MTG-0100
2026-07-26 22:20:01,892 | INFO | search.chunking.document_formatter | Formatting document MTG-0101
2026-07-26 22:20:01,900 | INFO | search.chunking.document_formatter | Formatting document MTG-0102
2026-07-26 22:20:01,907 | INFO | search.chunking.document_formatter | Formatting document MTG-0103
2026-07-26 22:20:01,914 | INFO | search.chunking.document_formatter | Formatting document MTG-0104
2026-07-26 22:20:01,920 | INFO | search.chunking.document_formatter | Formatting document MTG-0105
2026-07-26 22:20:01,927 | INFO | search.chunking.document_formatter | Formatting document MTG-0106
2026-07-26 22:20:01,933 | INFO | search.chunking.document_formatter | Formatting document MTG-0107
2026-07-26 22:20:01,940 | INFO | search.chunking.document_formatter | Formatting document MTG-0108
2026-07-26 22:20:01,946 | INFO | search.chunking.document_formatter | Formatting document MTG-0109
2026-07-26 22:20:01,953 | INFO | search.chunking.document_formatter | Formatting document MTG-0110
2026-07-26 22:20:01,960 | INFO | search.chunking.document_formatter | Formatting document MTG-0111
2026-07-26 22:20:01,966 | INFO | search.chunking.document_formatter | Formatting document MTG-0112
2026-07-26 22:20:01,972 | INFO | search.chunking.document_formatter | Formatting document MTG-0113
2026-07-26 22:20:01,978 | INFO | search.chunking.document_formatter | Formatting document MTG-0114
2026-07-26 22:20:01,984 | INFO | search.chunking.document_formatter | Formatting document MTG-0115
2026-07-26 22:20:01,989 | INFO | search.chunking.document_formatter | Formatting document MTG-0116
2026-07-26 22:20:01,995 | INFO | search.chunking.document_formatter | Formatting document MTG-0117
2026-07-26 22:20:02,002 | INFO | search.chunking.document_formatter | Formatting document MTG-0118
2026-07-26 22:20:02,008 | INFO | search.chunking.document_formatter | Formatting document MTG-0119
2026-07-26 22:20:02,014 | INFO | search.chunking.document_formatter | Formatting document MTG-0120
